date_added,title,company,location,requirements,salary,contract_type,working_hours,link,source
2025-10-06 09:55:24,سرپرست تیم هوش مصنوعی (AI Team Lead),N/A,تهران، تهران,آگهی استخدام: سرپرست تیم هوش مصنوعی (AI Team Lead) ما به دنبال یک رهبر فنی و علمی با تجربه به عنوان سرپرست تیم هوش مصنوعی هستیم تا این تیم را در حل کردن برخی از پیچیده‌ترین و معنادارترین چالش‌های این حوزه هدایت کند. این یک نقش مدیریتی صرف نیست؛ شما یک رهبر عمل‌گرا (Player-Coach) خواهید بود که تیم را در مباحث فنی و علمی همراهی می‌کند. صلاحیت‌های کلیدی و مسئولیت‌ها: راهبری فنی و علمی تیم (Scientific & Technical Leadership): تعیین نقشه راه تحقیق و توسعه (R&D Roadmap) تیم AI، هم‌راستا با اهداف استراتژیک محصول و شرکت هدایت جلسات Brain Storming، بازبینی‌های علمی (Scientific Review) و طراحی آزمایش‌ها برای اطمینان از کیفیت و نوآوری راهکارها به‌روز ماندن با آخرین دستاوردهای علمی (State-of-the-art) و ارزیابی امکان‌پذیری استفاده از آن‌ها در محصولات تخصص عمیق در حداقل یک حوزه اصلی  و تسلط نسبی روی سایز زمینه‎‌ها: NLP و مدل‌های زبانی بزرگ (LLMs): تخصص در معماری، فاین-تیونینگ، و استقرار مدل‌های زبانی در مقیاس بالا بینایی ماشین (Computer Vision): تجربه قوی در تحلیل تصاویر، به‌ویژه در حوزه پزشکی پردازش گفتار (Speech Processing): تخصص در مدل‌های تشخیص گفتار به متن (ASR) و تحلیل سیگنال‌های صوتی یادگیری ماشین کلاسیک: تسلط بر مدل‌های پیش‌بین و تحلیل‌های آماری پیچیده منتورینگ و توانمندسازی تیم (Team Mentorship & Empowerment): هدایت، مربی‌گری و کمک به رشد حرفه‌ای دانشمندان و مهندسان هوش مصنوعی در تیم. ایجاد و ترویج یک فرهنگ مبتنی بر همکاری، یادگیری مستمر و سخت‌گیری علمی (Scientific Rigor). همکاری استراتژیک بین‌رشته‌ای (Strategic Cross-functional Collaboration): عمل کردن به عنوان پل ارتباطی اصلی بین تیم AI و تیم‌های محصول، فنی و پزشکی توانایی ترجمه نیازهای پیچیده محصول به پروژه‌های تحقیقاتی مشخص و قابل اجرا برای تیم نیازمندی‌ها: مدرک تحصیلات ترجیحا در رشته مهندسی کامپیوتر حداقل 6 سال تجربه کاری در حوزه AI، با سابقه اثبات‌شده در به نتیجه رساندن پروژه‌های پیچیده R&D از ایده تا محصول,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/sherif-clinic/jobs/t0l3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D8%AA%DB%8C%D9%85-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-team-lead-%D8%AF%D8%B1-%D8%B4%D8%B1%DB%8C%D9%81-%DA%A9%D9%84%DB%8C%D9%86%DB%8C%DA%A9?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:27,متخصص پشتیبانی هوش مصنوعی (AI Support Specialist),N/A,تهران، تهران,نگران نباشید! در دلاورس، از صفر تا صد طراحی و ساخت ورکفلوهای ایجنتیک (Agentic Workflows) برای خودکارسازی فرآیندهای کسب‌وکار و مفاهیم کلیدی هوش مصنوعی را به شما آموزش می‌دهیم! اشتیاق شما به یادگیری و حل مسئله، اولویت ماست و نیازی به تجربه حرفه‌ای ندارید . فقط کافی است انگیزه و انرژی داشته باشید! پس نگران نباشید! ما به دنبال فردی پرانرژی، خوش‌برخورد و علاقه‌مند به حل مسئله هستیم که بتواند به مشتریان دلاورس در ساخت و بهینه‌سازی ورکفلوهای هوش مصنوعی کمک کند. شما با کاربران متنوعی – از مدیران کسب‌وکارهای کوچک تا تیم‌های فنی بزرگ – کار خواهید کرد و به آن‌ها کمک می‌کنید تا با ابزارهای دلاورس، فرآیندهایشان را کارآمدتر کنند. اگر از حل چالش‌های واقعی و ارتباط با آدم‌ها لذت می‌برید، این موقعیت برای شماست! مسئولیت‌های اصلی: پشتیبانی از مشتریان در طراحی و تنظیم ورکفلوهای هوش مصنوعی (مانند اتوماسیون ایمیل، مدیریت لیدها یا تحلیل داده‌ها). بهینه‌سازی ورکفلوهای موجود برای افزایش کارایی و رفع مشکلات کاربران. ارتباط مستقیم با مشتریان از طریق چت، ایمیل یا تماس برای راهنمایی و پاسخ به سؤالاتشان. همکاری با تیم فنی برای بهبود ابزارها و ورکفلوها بر اساس نیازهای کاربران. کمک به کاربران غیرفنی برای استفاده آسان از پلتفرم با آموزش‌های ساده و کاربردی. پیگیری و حل مسائل مشتریان با رویکردی خلاقانه و صبورانه. الزامات و مهارت‌های مورد نیاز: خوش‌برخورد و علاقه‌مند به تعامل با دیگران – باید بتوانید نیازهای مشتریان را به‌خوبی درک کنید و با آن‌ها ارتباط مؤثر برقرار کنید. اشتیاق به حل مسئله و پذیرش چالش‌های جدید – اگر از یافتن راه‌حل‌های هوشمند لذت می‌برید، عالی است! صبور، انعطاف‌پذیر و آرام توانایی همدلی و مدیریت روابط قوی با مشتریان. آشنایی اولیه با فناوری‌های هوش مصنوعی، مانند چت‌بات‌ها یا ابزارهای اتوماسیون – نگران نباشید! ما در دلاورس به‌طور کامل به شما آموزش می‌دهیم تا ورکفلوهای ایجنتیک (Agentic Workflows) را بسازید و با مفاهیم پیشرفته هوش مصنوعی در سطح حرفه‌ای آشنا شوید. تسلط متوسط به زبان انگلیسی. تجربه در پشتیبانی مشتری، مشاوره فنی یا کار با ابزارهای اتوماسیون مزیت است، اما الزامی نیست. مهارت‌های ارتباطی عالی به زبان فارسی. مدرک تحصیلی مرتبط (مانند مهندسی کامپیوتر، مدیریت یا رشته‌های مشابه) مزیت است، اما تجربه و اشتیاق مهم‌تر است. آنچه ما ارائه می‌دهیم: محیط کاری صمیمی با تیمی جوان، خلاق و حمایت‌گر. آموزش‌های رایگان و مداوم در حوزه هوش مصنوعی و دسترسی به ابزارهای پیشرفته دلاورس. فرصت همکاری با کسب‌وکارهای متنوع ایرانی و تأثیرگذاری مستقیم بر موفقیت آن‌ها. فضای یادگیری مداوم برای رشد حرفه‌ای و تسلط بر فناوری‌های نوین. اگر آماده‌اید با اشتیاق و مهارت، به کسب‌وکارهای ایرانی کمک کنید تا با قدرت هوش مصنوعی پیشرفت کنند، بپیوندید و در دلاورس بخشی از آینده هوشمند کسب‌وکارهای ایران باشید!,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/delaverse/jobs/t0Qm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-support-specialist-%D8%AF%D8%B1-%D8%AF%D9%84%D8%A7%D9%88%D8%B1%D8%B3?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:34,برنامه‌نویس هوش مصنوعی (AI-امریه-آقا-قم),N/A,قم، قم,"• تسلط در یکی از زبانهای برنامه نویسی C#, Python • تسلط در تعامل با بانکهای داده SQL Server, Sqlite • داشتن دانش و مهارت کافی در تعدادی از موارد زیر: • یادگیری ماشین Machine Learning و یادگیری عمیق Deep Learning • داده کاوی Data Mining و Text Mining • پردازش زبان طبیعی NLP و زبانشناسی رایانشی Computational Lingustics • بازیابی اطلاعات Information Retrieval و موتور های جستجو ElasticSearch, Lucene • پردازش تصویر و سیستم های نویسه خوان نوری OCR مزایا محیط کاری: محیط کاری با نشاط و دوستانه ساعت کاری انعطاف پذیر فرصت‌های یادگیری و پیشرفت قرار گرفتن در موقعیت رشد سریع و ارتقاء شخصی",توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/crcis-computer-research-center-of-islamic-sciences/jobs/t03V/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-%D8%A7%D9%85%D8%B1%DB%8C%D9%87-%D8%A2%D9%82%D8%A7-%D9%82%D9%85-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%DA%A9%D8%A7%D9%85%D9%BE%DB%8C%D9%88%D8%AA%D8%B1%DB%8C-%D8%B9%D9%84%D9%88%D9%85-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D9%86%D9%88%D8%B1?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:37,مدرس هوش مصنوعی,N/A,تهران، تهران,استخدام مدرس دوره هوش مصنوعی (ویژه کودکان و نوجوانان) آموزشگاه تخصصی برنامه‌نویسی تحلیل داده شرح موقعیت شغلی: آموزشگاه تحلیل داده، با بیش از ۲۰ سال سابقه درخشان در آموزش برنامه‌نویسی به کودکان و نوجوانان، جهت برگزاری دوره تخصصی هوش مصنوعی برای رده سنی ۱۰ تا ۱۷ سال ، مدرس خلاق و با‌انگیزه خانم استخدام می‌نماید. شرایط و مهارت‌های مورد نیاز: آشنایی کامل با مفاهیم پایه هوش مصنوعی، یادگیری ماشین و یادگیری عمیق تسلط بر ابزارهای ساده و قابل آموزش هوش مصنوعی برای نوجوانان توانایی طراحی فعالیت‌های جذاب و پروژه‌محور برای نوجوانان تجربه تدریس به گروه سنی 14 تا ۱۷ سال صبور، خوش‌بیان، با انرژی و مسلط به انتقال مفاهیم به زبان ساده مزیت‌ها: فعالیت در محیط آموزشی حرفه‌ای و تخصصی فرصت ارتقاء مهارت و شرکت در دوره‌های داخلی مدرسین تجربه همکاری با تیم آموزش کودکان و نوجوانان محل فعالیت: تهران – خیابان شریعتی، محدوده بهار شیراز,توافقی,پاره‌وقت,استاندارد,https://jobinja.ir/companies/tahlildadeh-3/jobs/tFBL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D8%A2%D9%85%D9%88%D8%B2%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%AF%D8%A7%D8%AF%D9%87?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:44,متخصص تولید ویدیو با هوش مصنوعی (AI Video Creator),N/A,تهران، تهران,ما در یک پروژه گیمینگ مبتنی بر Web3 به دنبال یک متخصص حرفه‌ای هوش مصنوعی در تولید ویدیو و موشن‌گرافیک با تسلط کامل بر استفاده از ابزارهای هوش مصنوعی هستیم. فقط افرادی رزومه ارسال کنند که نمونه‌کار حرفه‌ای و قابل‌ارائه در این حوزه دارند. مسئولیت‌ها: تولید ویدیوهای حرفه‌ای و موشن‌گرافیک با ابزارهای هوش مصنوعی (Runway، Pika، Kaiber یا مشابه) تولید ویدیوهای ASMR و ویدیوهای کاراکتر محور آموزشی و داستانی خلق استایل‌های تصویری جذاب و خلاقانه برای کمپین‌ها و شبکه‌های اجتماعی با استفاده از هوش مصنوعی تبدیل ایده‌ها و سناریوهای تیم مارکتینگ به محتوای بصری با کیفیت بالا توسط هوش مصنوعی همراهی با تیم برای اجرای سریع و هماهنگ پروژه‌ها شرایط و مهارت‌های مورد نیاز: تجربه عملی و حرفه‌ای در تولید ویدیو با ابزارهای AI (نمونه‌کار الزامی است) تسلط بر موشن‌گرافیک و تدوین ویدیو آشنایی با ترندهای روز در تولید محتوای ویدیویی برای شبکه‌های اجتماعی خلاق، با‌انگیزه و توانایی ارائه ایده‌های نوآورانه همکاری به صورت دورکاری و پاره‌وقت می‌باشد. توجه: داشتن نمونه‌کار حرفه‌ای در زمینه تولید ویدیو و موشن‌گرافیک با هوش مصنوعی شرط اصلی همکاری است.,توافقی,پاره‌وقت,استاندارد,https://jobinja.ir/companies/1hashtag/jobs/tzok/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D9%88%DB%8C%D8%AF%DB%8C%D9%88-%D8%A8%D8%A7-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-video-creator-%D8%AF%D8%B1-%D9%88%D8%A7%D9%86-%D9%87%D8%B4%D8%AA%DA%AF?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:48,کارآموز هوش مصنوعی(خانم),N/A,تهران، تهران,ما یه کارآموز تمام وقت لازم داریم که در کنار هم رشد کنیم ، نیاز به ادم جدی و تلاشگر داریم  که فکر میکنه آماده  شده وارد زندگی جدی و کاری بشه البته ما محیطی فعال و شاد داریم و چالشی که داریم انجام میدیم  ایجاد یک مرکز خلاقیت و نوآوری تو حوزه هوش مصنوعیه. اگه دانشگاه میرید ما میتونیم ساعت های شناور  براتون در نظر بگیریم و اگه دوست داشته باشید چیز های جدیدی یادبگیرید فرصت یادگیری و شبکه سازی در اختیارتون قرار بدیم. مسئولیت ها کمک به امور اجرایی مکان کار اشتراکی پرودکس استفاده از  ابزار های هوش مصنوعی و البته هوش خودتون برای تولید محتوا، اتوماسیون کارهای اجرایی و مارکتینگ، کمک در اجرای دوره های آموزشی و برگذاری ایونت ها. شرایط احراز توانایی تخصیص زمان و انرژی به فعالیت ها دارای  سابقه و علاقه برای کاربرد و  توسعه توانایی های فنی در حوزه  هوش مصنوعی مسولیت پذیری ، مسئولیت پذیری نه فقط در مقابل ما بیشتر در مقابل  خودتون و آرزو ها و هدف هاتون اگه رشتتون مرتبط با هوش مصنوعی باشه یا گرفیک و تولید محتوا  خوب بهتره ، دوره لیسانس رو تموم کرده باشید یا تغریبا     تموم کرده باشید  باز  مزیت هست ولی  هیچ چیزی مهم تر از انگیزه نیست. مزایای قانونی استخدام رسمی بعد از دو هفته انجام میشه. ما تمام مزایایی قانونی مطابق قانون کار رو میدیم، بیمه هم میکنیم ، تو ساعت کاری هم شناوری در نظر میگیریم مزیت ورزشیمون اینه که امکان استفاده از استخر  شهید کشوری در میر داماد رو خواهید داشت محل کار ما یه  محیط خیلی شیک و امنه تقریبا مقابل پارک ملت اینجا یه محل کار اشتراکی هم هست به اسم پرودکس برا همین  همیشه کسایی هست که بخواید باهاشون آشنا بشید و در کنارشون احساس ارامش و امنیت کنید,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/prodex/jobs/tJ90/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D9%BE%D8%B1%D9%88%D8%AF%DA%A9%D8%B3?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:51,متخصص هوش مصنوعی (آقا),N/A,تهران، تهران,شرکت داده پردازی نوین در راستای تکمیل تیم توسعه هوش مصنوعی خود به صورت تمام وقت و پاره وقت نیازمند توسعه دهندگان با توانایی زیر است متقاضیان باید حداقل دارای: ۱. مدرک کارشناسی در زمینه های مهندسی برق، کامپیوتر و هوش مصنوعی ۲. تسلط به یکی از نرم افزار python ۳. تسلط به بینایی ماشین، پردازش زبان طبیعی، پردازش صوت و تحیلی انواع داده ۴. تسلط به مفاهیم داده های کلان و اولویت های برای جذب: ۱. دانشجو یا فارغ التحصیل دانشگاه های برتر ۲. آشنایی MLOPS ۳. آشنایی با مفاهیم شی گرایی مزیت های شرکت امکانات تفریحی و سفر های سالانه برای افراد و خوانواده هایشان دو جلسه ورزش در طول هفته امریه سربازی فراهم بودن وعده های غذایی,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/new-data-proccesing/jobs/A5rF/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%DB%8C-%D9%86%D9%88%DB%8C%D9%86?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:55,متخصص هوش مصنوعی (بابلسر),N/A,مازندران، بابلسر,هلدینگ دانش‌بنیان دارایی در حال توسعه یکی از بزرگ‌ترین و پیشرفته‌ترین سیستم‌های هوش مصنوعی اقتصادی در ایران است؛ سیستمی که هدف آن پاسخ‌دهی به ده‌ها هزار کاربر به‌صورت هم‌زمان و ارائه تحلیل‌های مالی و اقتصادی در مقیاس وسیع است. برای تحقق این هدف، به یک متخصص هوش مصنوعی با دانش عمیق فنی و توانایی هدایت تیم‌های تخصصی نیاز داریم. مسئولیت‌ها طراحی و معماری سیستم‌های هوش مصنوعی و یادگیری ماشین در مقیاس کلان تشکیل، هدایت و توسعه تیم هوش مصنوعی (استخدام، آموزش و مدیریت عملکرد) تحقیق و پیاده‌سازی مدل‌های پیشرفته مانند LLM، NLP، پیش‌بینی و مدل‌های مولد همکاری نزدیک با تیم‌های محصول، داده و زیرساخت برای تبدیل ایده‌ها به راهکار عملیاتی بهینه‌سازی مصرف منابع پردازشی و طراحی استراتژی استفاده از GPU و زیرساخت‌های مرتبط پایش مداوم فناوری‌های نوین و اتخاذ راهکارهای به‌روز برای ارتقای عملکرد سیستم شرایط و مهارت‌های مورد نیاز حداقل پنج سال تجربه حرفه‌ای در حوزه هوش مصنوعی، یادگیری عمیق و یادگیری ماشین سابقه رهبری تیم‌های فنی یا مدیریتی در پروژه‌های بزرگ تسلط کامل بر Python و یکی از فریم‌ورک‌های PyTorch یا TensorFlow تجربه کار با داده‌های عظیم، معماری سیستم‌های توزیع‌شده و خوشه‌های GPU آشنایی با معماری میکروسرویس و فرآیندهای MLOps مهارت بالا در حل مسئله، تصمیم‌گیری و مدیریت منابع در شرایط چالش‌برانگیز ذهنیت پژوهشی و تمایل به یادگیری مداوم در حوزه فناوری‌های نو مزایا و فرصت‌ها مشارکت در پروژه‌ای نوآورانه و استراتژیک با پتانسیل ملی و بین‌المللی تیم متخصص، محیط کاری چابک و ساختار سازمانی حرفه‌ای پکیج جبران خدمات رقابتی همراه با امکان رشد سریع و پاداش عملکرد دسترسی به زیرساخت‌های پردازشی پیشرفته و منابع سخت‌افزاری قدرتمند امکان سهام یا پاداش ویژه بر اساس موفقیت‌های پروژه,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/daraei-holding/jobs/tJ9q/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A8%D8%A7%D8%A8%D9%84%D8%B3%D8%B1-%D8%AF%D8%B1-%D8%A2%DA%A9%D8%A7%D8%AF%D9%85%DB%8C-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:55:59,کارشناس هوش مصنوعی (کرج),N/A,البرز، کرج,"شرکت ، توسعه فناوری پیران البرز مستقر در استان البرز، در زمینه توسعه مدل‌های هوش مصنوعی، پردازش تصویر، و طراحی چت‌بات‌های نوآورانه فعال است.نیازمند به یک نیروی برنامه نویس پایتون به مهارت زیر است : آشنایی با الگوریتم‌های یادگیری ماشین یادگیری عمیق در کاربردهای پردازش تصویر تجربه کار با فریم ورک مانند: OpenCV, TensorFlow, Pytorch تسلط به برنامه‌نویسی به زبان Python توانایی توسعه و مستندسازی کد آشنایی با مباحث NLP و Prompt EngineeringوComputer vision آشنایی با تسک ها و مدل های مختلف بینایی ماشین مانند:Object Detection, Image Segmentation, GANs همکاری در پروژه‌های نوآورانه و در خط مقدم تکنولوژی‌های روز دنیا محیط کاری پویا و چالشی با فرصت یادگیری و رشد حرفه‌ای دسترسی به منابع و ابزارهای مدرن برای توسعه مدل‌های هوش مصنوعی امکان همکاری تمام وقت در دفتر شرکت واقع در استان البرز اگر شما به دنبال فرصتی برای به چالش کشیدن مهارت‌های خود و رشد در یک تیم پویا و حرفه‌ای هستید، پایران جای شماست",توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/pirelly/jobs/t0dW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D9%BE%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
2025-10-06 09:56:02,برنامه‌نویس هوش مصنوعی,N/A,تهران، تهران,درباره ما: ما در «تارت» به دنبال یک مهندس پردازش زبان طبیعی (NLP) باهوش، متعهد و با انگیزه هستیم که تجربه اولیه‌ای در کار با مدل‌های زبانی داشته باشد و مشتاق یادگیری و رشد در محیطی پویا باشد. اگر تجربه کار با مدل‌های زبانی متن‌باز را داری یا پروژه‌هایی در این حوزه انجام دادی، و آماده‌ای تا وارد فاز حرفه‌ای‌تری از مسیر شغلی‌ات شوی، ما مشتاق همکاری با تو هستیم. مسئولیت‌ها: • مشارکت در طراحی و توسعه دستیارهای هوشمند مبتنی بر مدل‌های زبانی (LLM) • همکاری در fine-tune و استقرار مدل‌های زبانی متن باز مانند LLaMA، Mistral یا Qwen روی سرورهای داخلی یا ماشین‌های مجازی • طراحی بخش‌هایی از پایپلاین داده شامل پیش‌پردازش، توکن‌سازی و ساخت embedding با راهنمایی اعضای ارشد تیم • پیاده‌سازی تکنیک‌های کلاسیک NLP مانند NER، دسته‌بندی متن و تحلیل احساسات در کنار مدل‌های بزرگ‌تر • مشارکت در طراحی APIها برای سرویس‌های NLP/LLM • مستندسازی کدها و آموزش‌های داخلی برای تسهیل همکاری تیمی مهارت‌ها و تجربیات موردنیاز: • تسلط به Python و آشنایی با کتابخانه‌های NLP مانند HuggingFace Transformers، spaCy یا مشابه آن‌ها • تجربه قبلی در کار با حداقل یک مدل LLM مثل GPT، LLaMA، یا مشابه آن، حتی در مقیاس پروژه یا تحقیق • درک مفاهیم پایه در RAG، Fine-tuning، و نحوه عملکرد embeddingها • آشنایی با RESTful APIها و توانایی پیاده‌سازی ساده‌ی آن‌ها • روحیه یادگیری، توجه به جزئیات و علاقه‌ به کار تیمی و چالش‌های فنی • آشنایی با زبان انگلیسی فنی (برای خواندن مستندات و خطاها) ویژگی‌های فردی: • اشتیاق بالا برای یادگیری و رشد • دقت و توجه به کیفیت خروجی • تعامل مثبت و سازنده در کار تیمی • تعهد و مسئولیت‌پذیری در انجام وظایف مزایا: • همکاری در پروژه‌های واقعی NLP با چالش‌های متنوع فنی • دسترسی به زیرساخت‌های هوش مصنوعی • فرصت یادگیری مداوم • مسیر رشد شغلی مشخص و دسترسی به منابع یادگیری • محیط کاری حمایت‌گر و متمرکز بر رشد فردی محل کار: تهران، میرداماد (امکان همکاری حضوری یا دورکاری) اگر پروژه‌ای در حوزه NLP انجام دادی یا تجربه‌ی اولیه در کار با مدل‌های زبانی داری و به دنبال گام بعدی در مسیر شغلیت هستی، خوشحال می‌شویم ازت بشنویم. همین حالا رزومه‌ات رو ارسال کن!,توافقی,تمام‌وقت,استاندارد,https://jobinja.ir/companies/pardazeshgaran-nik-andish/jobs/tcSC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D8%AA%D8%A7%D8%B1%D8%AA?_ref=16&_t=3138382e3131382e37342e313133,Jobinja
